name,year_start,year_end,position,height(in),weight,birth_date,college
Joel Anthony,2008,2017,C,81,245,9-Aug-82,"University of Nevada, Las Vegas"
Joel Bolomboy,2017,2018,F,81,235,28-Jan-94,Weber State University
Joel Embiid,2017,2018,C-F,85,250,16-Mar-94,University of Kansas
Joel Freeland,2013,2015,F-C,82,250,7-Feb-87,
Joel Kramer,1979,1983,F-C,79,203,30-Nov-55,San Diego State University
Joel Przybilla,2001,2013,C,85,255,10-Oct-79,University of Minnesota
Joey Dorsey,2009,2015,F,80,268,16-Dec-83,University of Memphis
Joey Graham,2006,2011,F,79,225,11-Jun-82,Oklahoma State University
Joffrey Lauvergne,2015,2018,C-F,83,220,30-Sep-91,
Johan Petro,2006,2013,C,85,247,27-Jan-86,
John Abramovic,1947,1948,F,75,195,9-Feb-19,Salem International University
John Amaechi,1996,2003,C-F,82,270,26-Nov-70,Pennsylvania State University
John Arthurs,1970,1970,G,76,185,15-Aug-47,Tulane University
John Bagley,1983,1994,G,73,185,23-Apr-60,Boston College
John Barber,1957,1957,F,78,210,27-Jun-27,"California State University, Los Angeles"
John Barnhill,1963,1972,G,73,180,20-Mar-38,Tennessee State University
John Barr,1947,1947,F,75,205,8-Aug-18,Pennsylvania State University
John Battle,1986,1995,G,74,175,9-Nov-62,Rutgers University
John Beasley,1968,1974,F-C,81,225,5-Feb-44,Texas A&M University
John Block,1967,1976,F-C,81,207,16-Apr-44,University of Southern California
John Brisker,1970,1975,F-G,77,210,15-Jun-47,University of Toledo
John Brown,1974,1980,F,79,220,14-Dec-51,University of Missouri
John Celestand,2000,2000,G,76,178,6-Mar-77,Villanova University
John Chaney,1950,1950,F-C,75,185,29-Feb-20,Louisiana State University
John Clawson,1969,1969,F,76,200,15-May-44,University of Michigan
John Coker,1996,2001,C,85,253,28-Oct-71,Boise State University
John Collins,2018,2018,F,82,235,23-Sep-97,Wake Forest University
John Comeaux,1968,1968,F,77,193,15-Sep-43,Grambling State University
John Coughran,1980,1980,F,79,225,12-Sep-51,University of California
John Crotty,1993,2003,G,73,185,15-Jul-69,University of Virginia
John Dickson,1968,1968,C,82,240,18-Nov-45,Arkansas State University
John Douglas,1982,1983,G,74,170,12-Jun-56,University of Kansas
John Drew,1975,1985,F-G,78,205,30-Sep-54,Gardner-Webb University
John Duren,1981,1983,G,75,195,30-Oct-58,Georgetown University
John Edwards,2005,2006,C,85,275,31-Jul-81,Kent State University
John Fairchild,1966,1970,F,80,205,28-Apr-43,Brigham Young University
John Garris,1984,1984,F,80,205,6-Jun-59,Boston College
John Gianelli,1973,1980,C-F,82,220,10-Jun-50,University of the Pacific
John Greig,1983,1983,F,79,215,28-Apr-61,University of Oregon
John Hargis,1950,1951,G-F,74,180,20-Aug-20,University of Texas at Austin
John Havlicek,1963,1978,F-G,77,203,8-Apr-40,Ohio State University
John Hazen,1949,1949,G,74,172,2-Mar-27,Indiana State University
John Henson,2013,2018,C-F,83,229,28-Dec-90,University of North Carolina
John Holland,2018,2018,G-F,77,205,6-Nov-88,Boston University
John Hummer,1971,1976,F-C,81,230,4-May-48,Princeton University
John Janisch,1947,1948,F-G,75,200,15-Mar-20,Valparaiso University
John Jenkins,2013,2017,G,76,215,6-Mar-91,Vanderbilt University
John Johnson,1971,1982,F,79,200,18-Oct-47,University of Iowa
John Kuester,1978,1980,G,74,180,6-Feb-55,University of North Carolina
John Lambert,1976,1982,C-F,82,225,14-Jan-53,University of Southern California
John Laskowski,1976,1977,G,78,185,7-Jun-53,Indiana University
John Logan,1947,1951,G,74,175,1-Jan-21,Indiana University
John Long,1979,1997,G-F,77,195,28-Aug-56,University of Detroit Mercy
John Lucas,1977,1990,G,75,175,31-Oct-53,University of Maryland
John Lucas III,2006,2017,G,71,166,21-Nov-82,Oklahoma State University
John Mahnken,1947,1953,C,80,220,16-Jun-22,Georgetown University
John Mandic,1949,1950,F-C,76,205,3-Oct-19,Oregon State University
John McConathy,1952,1952,F,77,195,9-Apr-30,Northwestern State University
John McCullough,1982,1982,G,76,190,5-Oct-56,University of Oklahoma
John Mengelt,1972,1981,G,74,195,16-Oct-49,Auburn University
John Mills,1947,1947,C-F,80,203,7-Sep-19,Western Kentucky University
John Morrison,1968,1968,G,74,190,2-May-45,Canisius College
John Morton,1990,1992,G,75,180,18-May-67,Seton Hall University
John Murphy,1947,1947,F,74,175,13-Sep-24,
John O'Boyle,1953,1953,G,74,185,7-Mar-28,Colorado State University
John Oldham,1950,1951,G,75,175,22-Jun-23,Western Kentucky University
John Olive,1979,1980,F,79,210,1-Mar-55,Villanova University
John Paxson,1984,1994,G,74,185,29-Sep-60,University of Notre Dame
John Pilch,1952,1952,F,75,185,11-Jul-25,University of Wyoming
John Pinone,1984,1984,F,80,230,19-Feb-61,Villanova University
John Postley,1968,1968,F,77,220,30-May-40,Bethune-Cookman College
John Pritchard,1950,1950,C,81,220,23-Jan-27,Drake University
John Rennicke,1952,1952,G,74,185,11-Aug-29,Drake University
John Richter,1960,1960,F,81,225,12-Mar-37,North Carolina State University
John Roche,1972,1982,G,75,170,26-Sep-49,University of South Carolina
John Rudd,1979,1979,F,79,230,7-Aug-55,McNeese State University
John Rudometkin,1963,1965,F,78,205,6-Jun-40,University of Southern California
John Salley,1987,2000,F-C,83,230,16-May-64,Georgia Institute of Technology
John Salmons,2003,2015,G,79,210,12-Dec-79,University of Miami
John Schweitz,1985,1987,G,78,210,19-Apr-60,University of Richmond
John Shasky,1989,1991,C,83,235,31-Jul-64,University of Minnesota
John Shumate,1976,1981,F-C,81,235,6-Apr-52,University of Notre Dame
John Smith,1969,1970,C,85,235,24-May-44,University of Southern Colorado
John Starks,1989,2002,G,75,180,10-Aug-65,Oklahoma State University
John Stockton,1985,2003,G,73,170,26-Mar-62,Gonzaga University
John Stroeder,1988,1989,F,82,260,24-Jul-58,University of Montana
John Stroud,1981,1981,F,79,215,29-Oct-57,University of Mississippi
John Thomas,1998,2006,F,81,265,8-Sep-75,University of Minnesota
John Thompson,1965,1966,F,82,225,2-Sep-41,Providence College
John Trapp,1969,1973,F,79,210,2-Oct-45,"University of Nevada, Las Vegas"
John Tresvant,1965,1973,F-C,79,215,6-Nov-39,Seattle University
John Tschogl,1973,1975,F,78,206,25-Apr-50,"University of California, Santa Barbara"
John Turner,1992,1992,F,80,245,30-Nov-67,Phillips University
John Vallely,1971,1972,G,75,185,3-Oct-48,"University of California, Los Angeles"
John Wall,2011,2018,G,76,195,6-Sep-90,University of Kentucky
John Wallace,1997,2004,F,80,225,9-Feb-74,Syracuse University
John Warren,1970,1974,G-F,75,180,7-Jul-47,St. John's University
John Wetzel,1968,1976,G-F,77,190,22-Oct-44,Virginia Polytechnic Institute and State University
John Williams,1987,1995,F-C,80,235,26-Oct-66,Louisiana State University
John Williamson,1974,1981,G,74,185,10-Nov-51,New Mexico State University
John Windsor,1964,1964,F,80,215,3-Apr-40,Stanford University
Johnathan Motley,2018,2018,F,81,238,4-May-95,Baylor University
Johnny Austin,1967,1968,G,73,170,31-Aug-44,Boston College
Johnny Bach,1949,1949,F-G,74,180,10-Jul-24,Fordham University
Johnny Baum,1970,1974,F,77,200,17-Jun-46,Temple University
Johnny Cox,1963,1963,G,76,180,1-Nov-36,University of Kentucky
Johnny Davis,1977,1986,G,74,170,21-Oct-55,University of Dayton
Johnny Dawkins,1987,1995,G,74,165,28-Sep-63,Duke University
Johnny Egan,1962,1972,G,71,180,31-Jan-39,Providence College
Johnny Ezersky,1948,1950,F-G,75,175,21-Mar-22,University of Rhode Island
Johnny Green,1960,1973,F-C,77,200,8-Dec-33,Michigan State University
Johnny High,1980,1984,G,75,185,25-Apr-57,"University of Nevada, Reno"
Johnny Horan,1956,1956,F,80,190,24-Nov-32,University of Dayton
Johnny Jones,1968,1969,F,79,205,12-Mar-43,"California State University, Los Angeles"
Johnny Jorgensen,1948,1949,G-F,74,185,28-Dec-21,DePaul University
Johnny Macknowsky,1950,1951,G-F,73,180,7-Jan-23,Seton Hall University
Johnny Mathis,1968,1968,F,78,220,14-Jul-43,Savannah State University
Johnny McCarthy,1957,1964,G,73,185,25-Apr-34,Canisius College
Johnny Moore,1981,1990,G,73,175,3-Mar-58,University of Texas at Austin
Johnny Neumann,1972,1978,G-F,78,200,11-Sep-51,University of Mississippi
Johnny Newman,1987,2002,F-G,79,190,28-Nov-63,University of Richmond
Johnny Norlander,1947,1951,F,75,180,5-Mar-21,Hamline University
Johnny O'Bryant,2015,2018,F-C,81,257,1-Jun-93,Louisiana State University
Johnny Orr,1950,1950,F,75,195,10-Jun-27,Beloit College
Johnny Payak,1950,1953,G-F,76,174,20-Nov-26,Bowling Green State University
Johnny Rogers,1987,1988,F-C,82,225,30-Dec-63,"University of California, Irvine"
Johnny Simmons,1947,1947,G,73,184,7-Jul-24,New York University
Johnny Taylor,1998,2000,F,81,220,4-Jun-74,University of Tennessee at Chattanooga
Jon Barry,1993,2006,G,76,195,25-Jul-69,Georgia Institute of Technology
Jon Brockman,2010,2012,F,79,255,20-Mar-87,University of Washington
Jon Koncak,1986,1996,C-F,85,250,17-May-63,Southern Methodist University
Jon Leuer,2012,2018,F,82,228,14-May-89,University of Wisconsin
Jon McGlocklin,1966,1976,G-F,77,205,10-Jun-43,Indiana University
Jon Sundvold,1984,1992,G,74,170,2-Jul-61,University of Missouri
Jonas Jerebko,2010,2018,F,82,231,2-Mar-87,
Jonas Valanciunas,2013,2018,C,85,265,6-May-92,
Jonathan Bender,2000,2010,F,83,202,30-Jan-81,
Jonathan Gibson,2017,2017,G,74,185,8-Nov-87,New Mexico State University
Jonathan Isaac,2018,2018,F,82,210,3-Oct-97,Florida State University
Jonathan Kerner,1999,1999,C,83,245,6-Jun-74,East Carolina University
Jonathon Simmons,2016,2018,G-F,78,195,14-Sep-89,University of Houston
Jonny Flynn,2010,2012,G,73,185,6-Feb-89,Syracuse University
Jordan Adams,2015,2016,G,77,209,8-Jul-94,"University of California, Los Angeles"
Jordan Bell,2018,2018,F,81,224,7-Jan-95,University of Oregon
Jordan Clarkson,2015,2018,G,77,194,7-Jun-92,University of Missouri
Jordan Crawford,2011,2018,G,76,195,23-Oct-88,Xavier University
Jordan Farmar,2007,2017,G,74,180,30-Nov-86,"University of California, Los Angeles"
Jordan Hamilton,2012,2016,G-F,79,220,6-Oct-90,University of Texas at Austin
Jordan Hill,2010,2017,C-F,82,235,27-Jul-87,University of Arizona
Jordan McRae,2016,2017,G,78,185,28-Mar-91,University of Tennessee
Jordan Mickey,2016,2018,F,80,235,9-Jul-94,Louisiana State University
Jordan Williams,2012,2012,F,82,260,11-Oct-90,University of Maryland
Jorge Garbajosa,2007,2008,F,81,245,19-Dec-77,
Jorge Gutierrez,2014,2016,G,75,191,27-Dec-88,University of California
Jose Calderon,2006,2018,G,75,200,28-Sep-81,
jose juan barea,2007,2018,G,73,185,26-Jun-84,Northeastern University
Jose Ortiz,1989,1990,F,82,225,25-Oct-63,Oregon State University
Jose Slaughter,1983,1983,G,77,205,9-Sep-60,University of Portland
Joseph Forte,2002,2003,G,76,194,23-Mar-81,University of North Carolina
Josh Akognon,2013,2013,G,71,185,10-Feb-86,"California State University, Fullerton"
Josh Boone,2007,2010,F-C,82,237,21-Nov-84,University of Connecticut
Josh Childress,2005,2014,G-F,80,210,20-Jun-83,Stanford University
Josh Davis,2004,2012,F,80,235,10-Aug-80,University of Wyoming
Josh Grant,1994,1994,F,81,223,7-Aug-67,University of Utah
Josh Harrellson,2012,2014,C,82,275,12-Feb-89,University of Kentucky
Josh Hart,2018,2018,G,77,209,6-Mar-95,Villanova University
Josh Howard,2004,2013,F-G,79,210,28-Apr-80,Wake Forest University
Josh Huestis,2016,2018,F,79,230,19-Dec-91,Stanford University
Josh Jackson,2018,2018,F-G,80,207,10-Feb-97,University of Kansas
Josh Magette,2018,2018,G,73,160,28-Nov-89,Alabama - Huntsville
Josh McRoberts,2008,2017,F,82,240,28-Feb-87,Duke University
Josh Powell,2006,2014,F,81,225,25-Jan-83,North Carolina State University
Josh Richardson,2016,2018,G,78,200,15-Sep-93,University of Tennessee
Josh Selby,2012,2013,G,74,183,27-Mar-91,University of Kansas
Josh Smith,2005,2018,F,81,225,5-Dec-85,
Jrue Holiday,2010,2018,G,76,205,12-Jun-90,"University of California, Los Angeles"
Juan Carlos Navarro,2008,2008,G,75,170,13-Jun-80,
Juan Dixon,2003,2009,G,75,164,9-Oct-78,University of Maryland
Juan Hernangomez,2017,2018,F,81,230,28-Sep-95,
Juaquin Hawkins,2003,2003,G-F,79,220,2-Jul-73,"California State University, Long Beach"
Jud Buechler,1991,2002,F-G,78,220,19-Jun-68,University of Arizona
Julian Hammond,1968,1972,F,77,205,27-May-43,University of Tulsa
Julian Wright,2008,2011,F,80,225,20-May-87,University of Kansas
Julius Erving,1972,1987,F-G,79,210,22-Feb-50,University of Massachusetts Amherst
Julius Hodge,2006,2007,G,79,210,18-Nov-83,North Carolina State University
Julius Keye,1970,1975,F-C,82,200,5-Sep-46,Alcorn State University
Julius Nwosu,1995,1995,C,82,255,1-May-71,Liberty University
Julius Randle,2015,2018,F-C,81,250,29-Nov-94,University of Kentucky
Julyan Stone,2012,2018,G,78,200,7-Dec-88,University of Texas at El Paso
Jumaine Jones,2000,2007,F,80,218,10-Feb-79,University of Georgia
Junior Bridgeman,1976,1987,F-G,77,210,17-Sep-53,University of Louisville
Junior Burrough,1996,1996,F,80,242,18-Jan-73,University of Virginia
Junior Harrington,2003,2007,G,76,180,2-Oct-80,Wingate University
Justin Anderson,2016,2018,G,78,228,19-Nov-93,University of Virginia
Justin Dentmon,2012,2013,G,71,185,5-Sep-85,University of Washington
Justin Hamilton,2014,2017,C,85,260,1-Apr-90,Louisiana State University
Justin Harper,2012,2017,F,82,225,30-Aug-89,University of Richmond
Justin Holiday,2013,2018,G,78,185,5-Apr-89,University of Washington
Justin Jackson,2018,2018,G-F,80,200,28-Mar-95,University of North Carolina
Justin Reed,2005,2007,F,80,240,16-Jan-82,University of Mississippi
Justin Williams,2007,2008,F,82,225,12-May-84,University of Wyoming
Justise Winslow,2016,2018,F,79,225,26-Mar-96,Duke University
Justus Thigpen,1970,1974,G,73,160,13-Aug-47,Weber State University
Jusuf Nurkic,2015,2018,C,85,280,23-Aug-94,
Juwan Howard,1995,2013,F,81,240,7-Feb-73,University of Michigan
K.C. Jones,1959,1967,G,73,200,25-May-32,University of San Francisco
Kadeem Allen,2018,2018,G,75,192,15-Jan-93,University of Arizona
Kalin Lucas,2015,2015,G,73,195,24-May-89,Michigan State University
Kaniel Dickens,2004,2008,F,80,215,21-Jul-78,University of Idaho
Kannard Johnson,1988,1988,F,81,220,24-Jun-65,Western Kentucky University
Kareem Abdul-Jabbar,1970,1989,C,86,225,16-Apr-47,"University of California, Los Angeles"
Kareem Rush,2003,2010,G,78,215,30-Oct-80,University of Missouri
Karl Malone,1986,2004,F,81,250,24-Jul-63,Louisiana Tech University
Karl-Anthony Towns,2016,2018,C-F,85,244,15-Nov-95,University of Kentucky
Kasib Powell,2008,2008,F,79,215,18-Mar-81,Texas Tech University
Kawhi Leonard,2012,2018,F,79,230,29-Jun-91,San Diego State University
Kay Felder,2017,2018,G,69,176,29-Mar-95,Oakland University
Kebu Stewart,1998,1998,F,80,239,19-Dec-73,"California State University, Bakersfield"
Kedrick Brown,2002,2005,G,79,222,18-Mar-81,Okaloosa-Walton Community College
Keith Appling,2016,2016,G,73,185,13-Feb-92,Michigan State University
Keith Askins,1991,1999,G-F,79,197,15-Dec-67,University of Alabama
Keith Benson,2012,2012,C,83,240,13-Aug-88,Oakland University
Keith Bogans,2004,2014,G-F,77,215,12-May-80,University of Kentucky
Keith Booth,1998,1999,F,78,226,9-Oct-74,University of Maryland
Keith Closs,1998,2000,C,87,212,3-Apr-76,Central Connecticut State University
Keith Edmonson,1983,1984,G,77,195,28-Sep-60,Purdue University
Keith Erickson,1966,1977,F-G,77,195,19-Apr-44,"University of California, Los Angeles"
Keith Herron,1979,1982,G-F,78,195,14-Jun-56,Villanova University
Keith Jennings,1993,1995,G,67,160,2-Nov-68,East Tennessee State University
Keith Langford,2008,2008,G,76,215,15-Sep-83,University of Kansas
Keith Lee,1986,1989,F-C,82,215,28-Dec-62,University of Memphis
Keith McCord,1981,1981,G,79,210,22-Jun-57,University of Alabama at Birmingham
Keith McLeod,2004,2007,G,74,188,5-Nov-79,Bowling Green State University
Keith Owens,1992,1992,F,79,225,31-May-69,"University of California, Los Angeles"
Keith Smart,1989,1989,G,73,175,21-Sep-64,Indiana University
Keith Smith,1987,1987,G,75,180,9-Mar-64,Loyola Marymount University
Keith Starr,1977,1977,G-F,78,190,14-Mar-54,University of Pittsburgh
Keith Swagerty,1969,1970,F,79,235,30-Oct-45,University of the Pacific
Keith Tower,1994,1997,C-F,83,250,15-May-70,University of Notre Dame
Keith Van Horn,1998,2006,F,82,220,23-Oct-75,University of Utah
Kelenna Azubuike,2007,2012,G,77,220,16-Dec-83,University of Kentucky
Kelly McCarty,1999,1999,G-F,79,200,24-Aug-75,University of Southern Mississippi
Kelly Olynyk,2014,2018,C-F,85,238,19-Apr-91,Gonzaga University
Kelly Oubre,2016,2018,F,79,205,9-Dec-95,University of Kansas
Kelly Tripucka,1982,1991,F-G,78,220,16-Feb-59,University of Notre Dame
Kelvin Cato,1998,2007,C,83,255,26-Aug-74,Iowa State University
Kelvin Ransey,1981,1986,G,73,170,3-May-58,Ohio State University
Kelvin Upshaw,1989,1991,G,74,180,24-Jan-63,University of Utah
Kemba Walker,2012,2018,G,73,172,8-May-90,University of Connecticut
Ken Austin,1984,1984,F,81,205,15-Jul-61,Rice University
Ken Bannister,1985,1991,F-C,81,235,1-Apr-60,Saint Augustine's College
Ken Boyd,1975,1975,F,77,195,25-Mar-52,Boston University
Ken Charles,1974,1978,G,75,180,10-Jul-51,Fordham University
Ken Corley,1947,1947,C,77,210,,Oklahoma State Teachers College
Ken Durrett,1972,1975,F,79,190,8-Dec-48,La Salle University
Ken Green,1986,1986,F,80,215,19-Sep-59,University of Texas-Pan American
Ken Johnson,1986,1986,F,80,240,7-Nov-62,Michigan State University
Ken Johnson,2003,2003,F-C,83,240,1-Feb-78,Ohio State University
Ken Keller,1947,1947,G,73,180,16-Aug-22,St. John's University
Ken Mayfield,1976,1976,G,74,185,11-May-48,Tuskegee University
Ken McBride,1955,1955,G-F,75,190,,University of Maryland Eastern Shore
Ken Menke,1950,1950,G,73,168,2-Oct-22,University of Illinois at Urbana-Champaign
Ken Murray,1951,1955,G-F,74,190,20-Apr-28,St. Bonaventure University
Ken Norman,1988,1997,F,80,215,5-Sep-64,University of Illinois at Urbana-Champaign
Ken Rohloff,1964,1964,G,73,195,18-Apr-39,North Carolina State University
Ken Smith,1976,1976,F,79,185,12-Jul-53,University of Tulsa
Ken Spain,1971,1971,C,81,225,6-Oct-46,University of Houston
Ken Wilburn,1968,1969,F,78,195,8-Jun-44,Central State University
Kendall Gill,1991,2005,G,77,195,25-May-68,University of Illinois at Urbana-Champaign
Kendall Marshall,2013,2016,G,76,200,19-Aug-91,University of North Carolina
Kendall Rhine,1968,1969,C,82,230,13-Feb-43,Rice University
Kendrick Perkins,2004,2016,C,82,270,10-Nov-84,
Kennard Winchester,1991,1993,G-F,77,210,3-Sep-66,Averett University
Kenneth Faried,2012,2018,F,80,228,19-Nov-89,Morehead State University
Kenneth Gardner,1976,1976,F,77,205,27-Sep-49,University of Utah
Kenny Anderson,1992,2005,G,73,168,9-Oct-70,Georgia Institute of Technology
Kenny Battle,1990,1993,F,78,210,10-Oct-64,University of Illinois at Urbana-Champaign
Kenny Carr,1978,1987,F,79,220,15-Aug-55,North Carolina State University
Kenny Dennard,1982,1984,F,80,220,18-Oct-58,Duke University
Kenny Fields,1985,1988,F-G,77,220,9-Feb-62,"University of California, Los Angeles"
Kenny Gattison,1987,1996,F-C,80,225,23-May-64,Old Dominion University
Kenny Green,1986,1987,F,78,210,11-Oct-64,Wake Forest University
Kenny Higgs,1979,1982,G,73,180,31-Jan-55,Louisiana State University
Kenny McIntosh,1972,1975,F,79,225,21-Jan-49,Eastern Michigan University
Kenny Natt,1981,1985,G,75,185,5-Oct-58,University of Louisiana at Monroe
Kenny Payne,1990,1993,F-G,80,195,25-Nov-66,University of Louisville
Kenny Rollins,1949,1953,G,73,168,14-Sep-23,University of Kentucky
Kenny Sailors,1947,1951,G,70,175,14-Jan-21,University of Wyoming
Kenny Satterfield,2002,2003,G,74,186,10-Apr-81,University of Cincinnati
Kenny Sears,1956,1964,F,81,198,17-Aug-33,Santa Clara University
Kenny Smith,1988,1997,G,75,170,8-Mar-65,University of North Carolina
Kenny Thomas,2000,2010,F,79,261,25-Jul-77,University of New Mexico
Kenny Walker,1987,1995,F,80,210,18-Aug-64,University of Kentucky
Kenny Williams,1991,1994,F,81,205,9-Jun-69,Elizabeth City State University
Kent Bazemore,2013,2018,G-F,77,201,1-Jul-89,Old Dominion University
Kent Benson,1978,1988,C,82,235,27-Dec-54,Indiana University
Kentavious Caldwell-Pope,2014,2018,G,77,205,18-Feb-93,University of Georgia
Kenton Edelin,1985,1985,F,80,205,24-May-62,University of Virginia
Kenyon Martin,2001,2015,F,81,234,30-Dec-77,University of Cincinnati
Keon Clark,1999,2004,F-C,83,220,16-Apr-75,"University of Nevada, Las Vegas"
Kermit Washington,1974,1988,F-C,80,230,17-Sep-51,American University
Kerry Kittles,1997,2005,G,77,179,12-Jun-74,Villanova University
Kevin Brooks,1992,1994,F,78,200,12-Oct-69,University of Louisiana at Lafayette
Kevin Burleson,2006,2006,G,75,205,9-Apr-79,University of Minnesota
Kevin Duckworth,1987,1997,C,85,275,1-Apr-64,Eastern Illinois University
Kevin Durant,2008,2018,F-G,81,240,29-Sep-88,University of Texas at Austin
Kevin Edwards,1989,2001,G,75,190,30-Oct-65,DePaul University
Kevin Gamble,1988,1997,F-G,77,210,13-Nov-65,University of Iowa
Kevin Garnett,1996,2016,F-C,83,240,19-May-76,
Kevin Grevey,1976,1985,G-F,77,210,12-May-53,University of Kentucky
Kevin Henderson,1987,1988,G,76,195,22-Mar-64,"California State University, Fullerton"
Kevin Johnson,1988,2000,G,73,180,4-Mar-66,University of California
Kevin Jones,2013,2013,F,80,251,25-Aug-89,West Virginia University
